activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300ZGZ9WQMJLEPH17,13780,NY,36007,36007013900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,85000.0,95.94,3.25,1.303,2,4458.67,NA,1250.0,,,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,42,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,1992,41.42,76400,60,365,1010,0
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029007905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,6,2,1,1,1,2,2,2,275000.0,92.77,4.25,0.901,2,3841.95,NA,1400.0,,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,107,30%-<36%,2,10,2,,,,,5,,,,,2,4,3,5,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4488,12.72,87700,123,1581,1744,61
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067005601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,185000.0,80.0,4.5,0.841,2,3575.95,NA,1400.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,90,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,1539,29.11,91100,100,486,837,75
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029013202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,245000.0,95.0,3.25,0.395,2,3650.95,NA,1400.0,,619.88,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,103,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,5440,7.67,87700,137,1602,2039,49
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055014602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,165000.0,65.0,5.375,-0.29,2,3184.95,NA,1400.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,74,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,1,1,2,,,,,10,,,,4983,29.44,91200,108,1292,1665,39
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029017301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,195000.0,96.5,3.25,1.154,2,6958.45,NA,1250.0,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,66,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,2973,7.13,87700,103,1027,1137,60
2022,549300ZGZ9WQMJLEPH17,15380,NY,36063,36063020300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,95000.0,90.0,5.5,-0.09,2,3238.95,NA,1400.0,,300.0,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,41,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,2288,36.98,87700,80,710,1015,67
2022,549300ZGZ9WQMJLEPH17,27060,NY,36109,36109001902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,245000.0,87.86,6.125,1.021,2,3644.95,NA,1400.0,,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,82,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,3163,16.28,100300,101,1059,1411,43
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029015900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,145000.0,96.5,4.0,1.132,2,5756.09,NA,1250.0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,44,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,4222,7.11,87700,95,1018,1618,65
2022,549300ZGZ9WQMJLEPH17,13780,NY,36007,36007014400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,95000.0,100.0,3.375,0.978,2,2807.45,NA,900.0,,,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,46,<20%,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,5,,,,,10,,,,4744,15.37,76400,119,1759,2292,63
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055012201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,545000.0,80.0,3.66,-0.047,2,9847.95,NA,6160.0,4760.0,,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,282,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,5944,14.38,91200,204,1046,1304,64
2022,549300ZGZ9WQMJLEPH17,45060,NY,36053,36053030200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,55000.0,112.5,2.75,0.092,2,2582.3,NA,900.0,,,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,34,30%-<36%,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,5,,,,,10,,,,3405,8.63,91100,92,1053,1842,64
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029013202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,195000.0,80.0,3.5,0.436,2,3424.95,NA,1400.0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,51,43,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,5440,7.67,87700,137,1602,2039,49
2022,549300ZGZ9WQMJLEPH17,40380,NY,36117,36117021502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,95000.0,100.21,3.5,1.123,2,2804.45,NA,900.0,,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,61,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,<25,<25,No,No,1,1,5,,,,,10,,,,4002,9.32,91200,76,1411,2220,65
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029011800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,155000.0,71.44,5.375,0.333,2,3044.2,NA,1598.25,198.25,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,69,20%-<30%,3,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3658,7.35,87700,103,1188,1438,62
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,165000.0,96.5,3.625,1.433,2,6242.83,NA,1250.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,53,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,3906,30.52,91200,67,661,1657,48
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029017200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,115000.0,96.5,5.75,1.671,2,5416.45,NA,1250.0,,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,44,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,2263,13.08,87700,95,506,968,0
2022,549300ZGZ9WQMJLEPH17,99999,NY,36009,36009960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,165000.0,95.0,3.125,0.494,2,3970.39,NA,2023.44,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,62,20%-<30%,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4067,10.65,76700,98,1348,2064,78
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029008202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,215000.0,96.5,4.125,1.392,2,7450.2,NA,1250.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,85,48,3,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,3,,,,,10,,,,3871,15.84,87700,75,938,1587,69
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055003600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,165000.0,88.0,3.25,-0.182,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,195000,1,1,3,5,2,NA,50,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,5,,,,,10,,,,2642,29.07,91200,95,696,1308,0
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029012001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,365000.0,80.0,3.45,-0.016,2,7579.0,NA,5000.0,3600.0,,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,128,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,4677,9.07,87700,122,1669,1817,60
2022,549300ZGZ9WQMJLEPH17,21300,NY,36015,36015010900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,165000.0,80.0,5.125,-0.108,2,3919.95,NA,1820.0,420.0,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,74,45,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,5015,11.76,77900,139,1835,2170,75
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029008002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,1,1,2,2,2,175000.0,90.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,35,>60%,3,10,2,,,,,5,,,,,2,4,2,5,27,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,1,,,,5246,16.05,87700,103,2092,2555,68
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,165000.0,90.0,5.875,0.809,2,3869.95,NA,1805.0,405.0,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,73,43,2,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4895,31.73,91200,80,1394,2044,62
2022,549300ZGZ9WQMJLEPH17,40380,NY,36117,36117020700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,85000.0,99.5,3.875,1.921,2,4410.61,NA,1200.0,,,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,37,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,3433,11.1,91200,101,769,1448,73
2022,549300ZGZ9WQMJLEPH17,99999,NY,36003,36003950900,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,4,1,1,2,2,2,175000.0,99.31,3.25,0.646,2,5287.62,NA,1400.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,60,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,4,,,,,10,,,,3649,6.39,76700,89,1312,1805,59
2022,549300ZGZ9WQMJLEPH17,99999,NY,36035,36035970602,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,85000.0,95.0,3.125,0.693,2,4032.58,NA,2005.63,,,360,NA,NA,2,2,2,2,85000,2,1,1,1,1,NA,39,37,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2868,9.52,76700,124,1249,1387,47
2022,549300ZGZ9WQMJLEPH17,99999,NY,36009,36009960100,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,175000.0,82.93,6.0,1.213,2,5105.95,NA,3100.0,1700.0,,360,NA,NA,2,2,2,2,205000,2,1,1,1,1,NA,51,47,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3415,3.72,76700,85,1231,1722,39
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067013100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,145000.0,97.0,5.625,1.004,2,3423.95,NA,1400.0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,94,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4598,9.46,91100,129,1683,1850,64
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029010809,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,145000.0,80.0,3.25,0.204,2,3267.95,NA,1400.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,72,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,2,,,,,10,,,,3261,10.18,87700,113,1153,1264,45
2022,549300ZGZ9WQMJLEPH17,99999,NY,36037,36037950700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,105000.0,106.84,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,5,,,,,2,,,,2438,21.33,76700,68,414,1161,0
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029014701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,385000.0,95.0,4.25,0.474,2,3309.95,NA,500.0,,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,103,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,5771,8.14,87700,155,1931,2161,30
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,6,2,1,1,1,2,2,2,205000.0,80.0,5.375,0.117,2,3676.95,NA,1400.0,,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,58,30%-<36%,1,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,5405,41.37,91200,71,876,1270,54
2022,549300ZGZ9WQMJLEPH17,13780,NY,36107,36107020402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,135000.0,90.0,3.125,0.391,2,4577.95,NA,2399.0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,117,<20%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,55-64,No,No,1,1,2,,,,,10,,,,3916,9.55,76400,152,1488,1655,49
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067011700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,195000.0,69.49,3.25,0.184,2,3132.95,NA,1400.0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,80,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,4199,11.05,91100,103,922,1213,47
2022,549300ZGZ9WQMJLEPH17,21300,NY,36015,36015011200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,185000.0,96.5,3.0,1.246,2,8187.27,NA,2663.92,,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,54,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,4440,14.14,77900,95,1412,1875,59
